Type	LocationID	State	StateName	County	CountyState	City	FacilityName
AIRPORT	60TX	TX	TEXAS	AUSTIN	TX	BELLVILLE	P-K RANCH
AIRPORT	61TX	TX	TEXAS	AUSTIN	TX	BELLVILLE	TRAYLOR TICK FARM
AIRPORT	TA37	TX	TEXAS	VAN ZANDT	TX	BEN WHEELER	VACA MOO
AIRPORT	NGT	TX	TEXAS	GOLIAD	TX	BERCLAIR	GOLIAD NOLF
AIRPORT	3TX1	TX	TEXAS	HENDERSON	TX	BERRYVILLE	PARADISE POINT
AIRPORT	12TX	TX	TEXAS	BURNET	TX	BERTRAM	GRIFFIN
AIRPORT	XA12	TX	TEXAS	BURNET	TX	BERTRAM	MCFARLIN RANCH
AIRPORT	E41	TX	TEXAS	REAGAN	TX	BIG LAKE	REAGAN COUNTY
AIRPORT	18TE	TX	TEXAS	UPSHUR	TX	BIG SANDY	ALERT FIELD
AIRPORT	91XA	TX	TEXAS	UPSHUR	TX	BIG SANDY	CROSSCUT FIELD
AIRPORT	BPG	TX	TEXAS	HOWARD	TX	BIG SPRING	BIG SPRING MC MAHON-WRINKLE
AIRPORT	TX31	TX	TEXAS	GLASSCOCK	TX	BIG SPRING	EDWARDS LUCIAN WELLS RANCH
HELIPORT	7XA0	TX	TEXAS	HOWARD	TX	BIG SPRING	WEST TEXAS VA HEALTH CARE SYSTEM
AIRPORT	78TA	TX	TEXAS	ATASCOSA	TX	BIGFOOT	RANCH-AERO
AIRPORT	07R	TX	TEXAS	NUECES	TX	BISHOP	BISHOP-WINDHAM
AIRPORT	TE72	TX	TEXAS	ANDERSON	TX	BIVINS	TAYLOR FIELD
AIRPORT	3TA5	TX	TEXAS	BLANCO	TX	BLANCO	BLANCO LANDING
AIRPORT	50TX	TX	TEXAS	BLANCO	TX	BLANCO	KENNEDY RANCH
AIRPORT	TX41	TX	TEXAS	BLANCO	TX	BLANCO	PIPPEN-YORK RANCH
AIRPORT	TA53	TX	TEXAS	BLANCO	TX	BLANCO	ROCKY TOP RANCH
AIRPORT	26XS	TX	TEXAS	BLANCO	TX	BLANCO	TATUM RANCH
AIRPORT	4TE1	TX	TEXAS	ANDERSON	TX	BLOOMING GROVE	POLYANNA RANCH
AIRPORT	69TX	TX	TEXAS	CALHOUN	TX	BLOOMINGTON	GREEN LAKE RANCH
AIRPORT	99XS	TX	TEXAS	COLLIN	TX	BLUE RIDGE	BLUE RIDGE
AIRPORT	70TE	TX	TEXAS	COLLIN	TX	BLUE RIDGE	CLAASSEN
AIRPORT	05TX	TX	TEXAS	HILL	TX	BLUM	CIRCLE 'A' RANCH
AIRPORT	87TX	TX	TEXAS	HILL	TX	BLUM	FAINTING GOAT
AIRPORT	71TX	TX	TEXAS	KENDALL	TX	BOERNE	GRIER
AIRPORT	6TE4	TX	TEXAS	RED RIVER	TX	BOGATA	CIRCLE WC RANCH
AIRPORT	TX32	TX	TEXAS	DENTON	TX	BOLIVAR	BAR V K
AIRPORT	F00	TX	TEXAS	FANNIN	TX	BONHAM	JONES FIELD
AIRPORT	TS79	TX	TEXAS	LIPSCOMB	TX	BOOKER	FOURTH CREEK RANCH
AIRPORT	TS78	TX	TEXAS	LIPSCOMB	TX	BOOKER	LOESCH RANCH
AIRPORT	BGD	TX	TEXAS	HUTCHINSON	TX	BORGER	HUTCHINSON COUNTY
AIRPORT	7TS9	TX	TEXAS	PARMER	TX	BOVINA	HEFNER FARMS
AIRPORT	0F2	TX	TEXAS	MONTAGUE	TX	BOWIE	BOWIE MUNI
AIRPORT	1XA1	TX	TEXAS	MONTAGUE	TX	BOWIE	SKY ACRES
AIRPORT	TX35	TX	TEXAS	RED RIVER	TX	BOXELDER/LYDIA	MOLAIR
AIRPORT	TA87	TX	TEXAS	WISE	TX	BOYD	CARTER-NORMAN
AIRPORT	6TS2	TX	TEXAS	WISE	TX	BOYD	DAUENHAUER FIELD
AIRPORT	TE25	TX	TEXAS	KINNEY	TX	BRACKETTVILLE	BACK PORCH RANCH
AIRPORT	74TX	TX	TEXAS	KINNEY	TX	BRACKETTVILLE	FORT CLARK SPRINGS
AIRPORT	5XS8	TX	TEXAS	KINNEY	TX	BRACKETTVILLE	L DAVIS RANCH
AIRPORT	2TX3	TX	TEXAS	KINNEY	TX	BRACKETTVILLE	LA FONDA RANCH
AIRPORT	75TX	TX	TEXAS	KINNEY	TX	BRACKETTVILLE	LEONA RANCH
AIRPORT	1XS8	TX	TEXAS	KINNEY	TX	BRACKETTVILLE	PINON RANCH
AIRPORT	3TA6	TX	TEXAS	KINNEY	TX	BRACKETTVILLE	SPRING RANCH
AIRPORT	TA31	TX	TEXAS	KINNEY	TX	BRACKETTVILLE	TULAROSA
AIRPORT	1TA8	TX	TEXAS	KINNEY	TX	BRACKETVILLE	RIO PINTO RANCH
AIRPORT	BBD	TX	TEXAS	MC CULLOCH	TX	BRADY	CURTIS FIELD
AIRPORT	12TE	TX	TEXAS	MC CULLOCH	TX	BRADY	CURTIS RANCH FIELD
AIRPORT	94TX	TX	TEXAS	COLEMAN	TX	BRADY	RIVER BEND RANCH
AIRPORT	XS78	TX	TEXAS	MC CULLOCH	TX	BRADY	SANTIAGO CATTLE COMPANY
AIRPORT	2TE0	TX	TEXAS	BRAZORIA	TX	BRAZORIA	EAGLE AIR PARK
AIRPORT	TE40	TX	TEXAS	STEPHENS	TX	BRECKENRIDGE	CASELMAN RANCH
AIRPORT	BKD	TX	TEXAS	STEPHENS	TX	BRECKENRIDGE	STEPHENS COUNTY
AIRPORT	11R	TX	TEXAS	WASHINGTON	TX	BRENHAM	BRENHAM MUNI
AIRPORT	49TE	TX	TEXAS	WASHINGTON	TX	BRENHAM	K STAR RANCH
AIRPORT	TA17	TX	TEXAS	WASHINGTON	TX	BRENHAM	LIVE OAK RANCH
AIRPORT	TX04	TX	TEXAS	WASHINGTON	TX	BRENHAM	LUCKY STAR RANCH
AIRPORT	9XS9	TX	TEXAS	WASHINGTON	TX	BRENHAM	RANCHO VERDE
AIRPORT	XS68	TX	TEXAS	WASHINGTON	TX	BRENHAM	SKY LANE RANCH
AIRPORT	XBP	TX	TEXAS	WISE	TX	BRIDGEPORT	BRIDGEPORT MUNI
AIRPORT	TX37	TX	TEXAS	WISE	TX	BRIDGEPORT	FLYING S RANCH
AIRPORT	3TA7	TX	TEXAS	WISE	TX	BRIDGEPORT	JIM SEARS
GLIDERPORT	TX23	TX	TEXAS	BURNET	TX	BRIGGS	FLF
AIRPORT	TA27	TX	TEXAS	BURNET	TX	BRIGGS	FLYING 'K'
AIRPORT	15TA	TX	TEXAS	BURNET	TX	BRIGGS	J R RANCH
AIRPORT	99XA	TX	TEXAS	BURNET	TX	BRIGGS	SKOTZ AIRFIELD
AIRPORT	XS79	TX	TEXAS	BURNET	TX	BRIGGS	STILETTO AIRPARK
AIRPORT	TA51	TX	TEXAS	PARKER	TX	BROCK	EAGLE
AIRPORT	58TX	TX	TEXAS	PARKER	TX	BROCK	TAILSPIN ESTATES
AIRPORT	TA03	TX	TEXAS	WALLER	TX	BROOKSHIRE	JO NA ACRES
AIRPORT	1XA4	TX	TEXAS	WALLER	TX	BROOKSHIRE	MIKESKA FIELD
AIRPORT	27XS	TX	TEXAS	WALLER	TX	BROOKSHIRE	SPORT FLYERS
AIRPORT	TA28	TX	TEXAS	WALLER	TX	BROOKSHIRE	WOODS NR 2
HELIPORT	TX63	TX	TEXAS	TERRY	TX	BROWNFIELD	BROWNFIELD RGNL MEDICAL CENTER
AIRPORT	BFE	TX	TEXAS	TERRY	TX	BROWNFIELD	TERRY COUNTY
AIRPORT	TX40	TX	TEXAS	HENDERSON	TX	BROWNSBORO	ECHO LAKE
AIRPORT	BRO	TX	TEXAS	CAMERON	TX	BROWNSVILLE	BROWNSVILLE/SOUTH PADRE ISLAND INTL
HELIPORT	2XS0	TX	TEXAS	CAMERON	TX	BROWNSVILLE	COLUMBIA VALLEY RGNL
AIRPORT	80TX	TX	TEXAS	CAMERON	TX	BROWNSVILLE	RESACA AIRSTRIP
AIRPORT	BWD	TX	TEXAS	BROWN	TX	BROWNWOOD	BROWNWOOD RGNL
AIRPORT	10XS	TX	TEXAS	BROWN	TX	BROWNWOOD	FLYING S AIR RANCH
AIRPORT	3TA4	TX	TEXAS	MILLS	TX	BROWNWOOD	TIN TOP RANCH
AIRPORT	XA93	TX	TEXAS	DIMMIT	TX	BRUNDAGE	TORTUGA RANCH
AIRPORT	8TS0	TX	TEXAS	DUVAL	TX	BRUNI	HAMILTON RANCH
AIRPORT	CFD	TX	TEXAS	BRAZOS	TX	BRYAN	COULTER FIELD
HELIPORT	82TX	TX	TEXAS	BRAZOS	TX	BRYAN	ST JOSEPH HOSPITAL
AIRPORT	83TX	TX	TEXAS	BRAZOS	TX	BRYAN	TEXAS A & M FLIGHT TEST STATION
AIRPORT	13TE	TX	TEXAS	BRAZOS	TX	BRYAN	VARISCO
AIRPORT	84TX	TX	TEXAS	LLANO	TX	BUCHANAN DAM	CAMP LONGHORN
AIRPORT	06TA	TX	TEXAS	MILAM	TX	BUCKHOLTS	GLASER FIELD
AIRPORT	XA32	TX	TEXAS	MILAM	TX	BUCKHOLTS	WOLFE FIELD
AIRPORT	85TX	TX	TEXAS	HAYS	TX	BUDA	RUTHERFORD RANCH
AIRPORT	0XS9	TX	TEXAS	CHEROKEE	TX	BULLARD	FRENCH FIELD
AIRPORT	86TX	TX	TEXAS	COMAL	TX	BULVERDE	FLYING J
HELIPORT	TE59	TX	TEXAS	COMAL	TX	BULVERDE	HOLLER
AIRPORT	4XA5	TX	TEXAS	WICHITA	TX	BURKBURNETT	DAVE EBY FIELD
HELIPORT	99TA	TX	TEXAS	JOHNSON	TX	BURLESON	PEACOCK WILLOW CREEK
AIRPORT	3TX9	TX	TEXAS	JOHNSON	TX	BURLESON	RAFTER J
AIRPORT	8TS1	TX	TEXAS	JOHNSON	TX	BURLESON	RETTA
HELIPORT	8TA7	TX	TEXAS	JOHNSON	TX	BURLESON	TEXAS HEALTH RESOURCES BURLESON
HELIPORT	38TA	TX	TEXAS	BURNET	TX	BURNET	ASCENSION SETON HIGHLAND LAKES HOSPITAL
AIRPORT	BMQ	TX	TEXAS	BURNET	TX	BURNET	BURNET MUNI KATE CRADDOCK FIELD
AIRPORT	TA63	TX	TEXAS	BURNET	TX	BURNET	FLATTOP RIDGE
HELIPORT	XA94	TX	TEXAS	BURNET	TX	BURNET	RICK'S HILLTOP
AIRPORT	2TA0	TX	TEXAS	ANDERSON	TX	BURNET	SHALE VALLEY RANCH
AIRPORT	TA42	TX	TEXAS	WASHINGTON	TX	BURTON	TWISTED T FIELD
AIRPORT	08TS	TX	TEXAS	ANDERSON	TX	BYNUM	FLYING G RANCH
AIRPORT	7F3	TX	TEXAS	HUNT	TX	CADDO MILLS	CADDO MILLS MUNI
AIRPORT	18TX	TX	TEXAS	HUNT	TX	CADDO MILLS	FLYING 'T' RANCH
AIRPORT	XA33	TX	TEXAS	HUNT	TX	CADDO MILLS	THORNY WOODS
HELIPORT	33TS	TX	TEXAS	BURLESON	TX	CALDWELL	BURLESON COUNTY HOSPITAL
AIRPORT	RWV	TX	TEXAS	BURLESON	TX	CALDWELL	CALDWELL MUNI
AIRPORT	49TA	TX	TEXAS	BURLESON	TX	CALDWELL	LAUDERDALE
AIRPORT	7TA5	TX	TEXAS	BURLESON	TX	CALDWELL	WEBER RANCH
AIRPORT	90TX	TX	TEXAS	WEBB	TX	CALLAGHAN	CALLAGHAN RANCH
AIRPORT	91TX	TX	TEXAS	MC MULLEN	TX	CALLIHAM	PAISANO RANCH
AIRPORT	TE26	TX	TEXAS	ATASCOSA	TX	CAMBELLTON	ARROW 'S' RANCH
AIRPORT	T35	TX	TEXAS	MILAM	TX	CAMERON	CAMERON MUNI AIRPARK
AIRPORT	TE78	TX	TEXAS	UVALDE	TX	CAMP WOOD	FOSSIL CREEK RANCH
AIRPORT	TS11	TX	TEXAS	HUNT	TX	CAMPBELL	GLENMAR
AIRPORT	0XA5	TX	TEXAS	ATASCOSA	TX	CAMPBELLTON	74 RANCH
AIRPORT	XA96	TX	TEXAS	HEMPHILL	TX	CANADIAN	EN GEDI RANCH
HELIPORT	5XA2	TX	TEXAS	HEMPHILL	TX	CANADIAN	FLAP-AIR HELICOPTER SERVICES
AIRPORT	HHF	TX	TEXAS	HEMPHILL	TX	CANADIAN	HEMPHILL COUNTY
AIRPORT	TE04	TX	TEXAS	HEMPHILL	TX	CANADIAN	SPLIT B RANCH
AIRPORT	XA95	TX	TEXAS	PRESIDIO	TX	CANDELARIA	CANDELARIA
AIRPORT	7F5	TX	TEXAS	VAN ZANDT	TX	CANTON	CANTON-HACKNEY
AIRPORT	TA86	TX	TEXAS	VAN ZANDT	TX	CANTON	DENNIS'S FLYING FARM
AIRPORT	TX43	TX	TEXAS	VAN ZANDT	TX	CANTON	GOODE FIELD
HELIPORT	XA97	TX	TEXAS	VAN ZANDT	TX	CANTON	MOTHER FRANCES-CANTON
AIRPORT	91TA	TX	TEXAS	VAN ZANDT	TX	CANTON	RHINES ROOST
AIRPORT	1TA7	TX	TEXAS	VAN ZANDT	TX	CANTON	THOMPSON FIELD
AIRPORT	34TS	TX	TEXAS	COMAL	TX	CANYON LAKE	CANYON LAKE
AIRPORT	95TX	TX	TEXAS	WEBB	TX	CARRIZO SPRINGS	CHUPADERA RANCH
AIRPORT	1TS6	TX	TEXAS	DIMMIT	TX	CARRIZO SPRINGS	DENTONIO RANCH
AIRPORT	CZT	TX	TEXAS	DIMMIT	TX	CARRIZO SPRINGS	DIMMIT COUNTY
AIRPORT	XA89	TX	TEXAS	DIMMIT	TX	CARRIZO SPRINGS	FAITH RANCH
AIRPORT	2XS2	TX	TEXAS	MAVERICK	TX	CARRIZO SPRINGS	INDIO-FAITH
AIRPORT	TA84	TX	TEXAS	DIMMIT	TX	CARRIZO SPRINGS	MILLER RANCH
AIRPORT	97TX	TX	TEXAS	DIMMIT	TX	CARRIZO SPRINGS	SAN PEDRO RANCH
HELIPORT	4XS4	TX	TEXAS	DENTON	TX	CARROLLTON	CARROLLTON RGNL MEDICAL CENTER
HELIPORT	TE79	TX	TEXAS	DENTON	TX	CARROLLTON	HIG
HELIPORT	80TE	TX	TEXAS	DALLAS	TX	CARROLLTON	OPELA
AIRPORT	2TA9	TX	TEXAS	EDWARDS	TX	CARTA VALLEY	MAFRIGE RANCH INC
AIRPORT	65TS	TX	TEXAS	EDWARDS	TX	CARTA VALLEY	MARTIN RANCH
AIRPORT	4F2	TX	TEXAS	PANOLA	TX	CARTHAGE	PANOLA COUNTY-SHARPE FIELD
HELIPORT	0TX3	TX	TEXAS	PANOLA	TX	CARTHAGE	UT HEALTH EAST TEXAS CARTHAGE HOSPITAL
AIRPORT	CVB	TX	TEXAS	MEDINA	TX	CASTROVILLE	CASTROVILLE MUNI
AIRPORT	XS86	TX	TEXAS	MEDINA	TX	CASTROVILLE	T-RANCH
AIRPORT	TE13	TX	TEXAS	MEDINA	TX	CASTROVILLE	WEIBLEN
AIRPORT	9TS3	TX	TEXAS	WEBB	TX	CATARINA	BELLA VISTA RANCH
AIRPORT	99TX	TX	TEXAS	DIMMIT	TX	CATARINA	BRIGGS RANCH
AIRPORT	1TE1	TX	TEXAS	DIMMIT	TX	CATARINA	BRISCOES CATARINA RANCH
AIRPORT	0XS0	TX	TEXAS	DIMMIT	TX	CATARINA	DIAMOND H RANCH
AIRPORT	TE27	TX	TEXAS	DIMMIT	TX	CATARINA	HARRISON PILONCILLO RANCH
AIRPORT	TS40	TX	TEXAS	DIMMIT	TX	CATARINA	SAN YSIDRO RANCH
HELIPORT	XS19	TX	TEXAS	WILLIAMSON	TX	CEDAR PARK	CEDAR PARK RGNL MEDICAL CENTER
AIRPORT	40XS	TX	TEXAS	WILLIAMSON	TX	CEDAR PARK	HANK SASSER AIRPORT AT BREAKAWAY
AIRPORT	T80	TX	TEXAS	COLLIN	TX	CELINA	BISHOP'S LANDING
AIRPORT	9S1	TX	TEXAS	COLLIN	TX	CELINA	FOUR WINDS
AIRPORT	79TS	TX	TEXAS	COLLIN	TX	CELINA	TALLOWS FIELD
AIRPORT	F17	TX	TEXAS	SHELBY	TX	CENTER	CENTER MUNI
AIRPORT	TX45	TX	TEXAS	SHELBY	TX	CENTER	HAWKEYE HUNTING CLUB
AIRPORT	TE01	TX	TEXAS	LEON	TX	CENTERVILLE	DILLARD RANCH
AIRPORT	24TA	TX	TEXAS	LEON	TX	CENTERVILLE	MOORE RANCH
AIRPORT	70TA	TX	TEXAS	LEON	TX	CENTERVILLE	ZOCH
HELIPORT	TA14	TX	TEXAS	HARRIS	TX	CHANNELVIEW	LYB
AIRPORT	TX70	TX	TEXAS	AUSTIN	TX	CHAPPELL HILL	EBERLY RANCH
AIRPORT	02TS	TX	TEXAS	ATASCOSA	TX	CHARLOTTE	EL TESORO RANCH
AIRPORT	1XA8	TX	TEXAS	NAVARRO	TX	CHATFIELD	HACKBERRY
AIRPORT	41TX	TX	TEXAS	SAN SABA	TX	CHEROKEE	J RANCH
AIRPORT	69XA	TX	TEXAS	WISE	TX	CHICO	RICHEY AIRFIELD
AIRPORT	XA07	TX	TEXAS	WISE	TX	CHICO	SPECTRE FIELD
AIRPORT	CDS	TX	TEXAS	CHILDRESS	TX	CHILDRESS	CHILDRESS MUNI
HELIPORT	TA91	TX	TEXAS	CHILDRESS	TX	CHILDRESS	CHILDRESS RGNL MEDICAL CENTER
AIRPORT	04TX	TX	TEXAS	BOSQUE	TX	CHINA SPRING	POCOCK
AIRPORT	4TA2	TX	TEXAS	BOSQUE	TX	CHINA SPRING	V-BAR
AIRPORT	3T8	TX	TEXAS	MC LENNAN	TX	CHINA SPRING	WILDCAT CANYON
AIRPORT	20XS	TX	TEXAS	ROCKWALL	TX	CHISHOLM	KLUTTS FIELD
AIRPORT	3F2	TX	TEXAS	EASTLAND	TX	CISCO	CISCO MUNI
AIRPORT	GZN	TX	TEXAS	EASTLAND	TX	CISCO	GREGORY M SIMMONS MEMORIAL
AIRPORT	48XA	TX	TEXAS	EASTLAND	TX	CISCO	SPRING RANCH
AIRPORT	62XS	TX	TEXAS	ERATH	TX	CLAIRETTE	J F RANCH
AIRPORT	E34	TX	TEXAS	DONLEY	TX	CLARENDON	SMILEY JOHNSON MUNI/BASS FIELD
AIRPORT	LBR	TX	TEXAS	RED RIVER	TX	CLARKSVILLE	CLARKSVILLE/RED RIVER CTY-J D TRISSELL FLD
AIRPORT	5TA4	TX	TEXAS	ARMSTRONG	TX	CLAUDE	REED
AIRPORT	TX46	TX	TEXAS	JOHNSON	TX	CLEBURNE	BLACKWOOD AIRPARK
AIRPORT	CPT	TX	TEXAS	JOHNSON	TX	CLEBURNE	CLEBURNE RGNL
AIRPORT	13TX	TX	TEXAS	JOHNSON	TX	CLEBURNE	GOATNECK
HELIPORT	4TA9	TX	TEXAS	JOHNSON	TX	CLEBURNE	TEXAS HEALTH RESOURCES CLEBURNE
AIRPORT	06TE	TX	TEXAS	LIBERTY	TX	CLEVELAND	CAVOK AIRPARK
AIRPORT	6R3	TX	TEXAS	LIBERTY	TX	CLEVELAND	CLEVELAND MUNI
AIRPORT	0TS5	TX	TEXAS	SAN JACINTO	TX	CLEVELAND	LAKE BAY GALL
AIRPORT	7F7	TX	TEXAS	BOSQUE	TX	CLIFTON	CLIFTON MUNI/ISENHOWER FIELD
AIRPORT	TX48	TX	TEXAS	BOSQUE	TX	CLIFTON	TALLEY
AIRPORT	TA62	TX	TEXAS	EL PASO	TX	CLINT	RANCHO SAN LORENZO
AIRPORT	4XA3	TX	TEXAS	CALLAHAN	TX	CLYDE	OWEN FIELD
AIRPORT	COM	TX	TEXAS	COLEMAN	TX	COLEMAN	COLEMAN MUNI
AIRPORT	88XS	TX	TEXAS	COLEMAN	TX	COLEMAN	RANCH AT DOUBLE GATES
AIRPORT	CLL	TX	TEXAS	BRAZOS	TX	COLLEGE STATION	EASTERWOOD FIELD
HELIPORT	XS73	TX	TEXAS	BRAZOS	TX	COLLEGE STATION	SCOTT & WHITE MEDICAL CENTER - COLLEGE STATION
HELIPORT	0TE8	TX	TEXAS	BRAZOS	TX	COLLEGE STATION	TEXAS WORLD SPEEDWAY HELISTOP NR 1
HELIPORT	0TE9	TX	TEXAS	BRAZOS	TX	COLLEGE STATION	TEXAS WORLD SPEEDWAY HELISTOP NR 2
AIRPORT	2XA4	TX	TEXAS	GRAYSON	TX	COLLINSVILLE	FLYING S RANCH
AIRPORT	T32	TX	TEXAS	GRAYSON	TX	COLLINSVILLE	SUDDEN STOP
AIRPORT	T88	TX	TEXAS	MITCHELL	TX	COLORADO CITY	COLORADO CITY
AIRPORT	1TS8	TX	TEXAS	MITCHELL	TX	COLORADO CITY	LANDERS RANCH
HELIPORT	TA15	TX	TEXAS	COLORADO	TX	COLUMBUS	COLUMBUS COMMUNITY HOSPITAL
AIRPORT	TS27	TX	TEXAS	COLORADO	TX	COLUMBUS	RIVER FIELD
AIRPORT	66R	TX	TEXAS	COLORADO	TX	COLUMBUS	ROBERT R WELLS JR
HELIPORT	3XS9	TX	TEXAS	COMANCHE	TX	COMANCHE	COMANCHE COUNTY CONSOLIDATED HOSPITAL DIST
AIRPORT	MKN	TX	TEXAS	COMANCHE	TX	COMANCHE	COMANCHE COUNTY-CITY
AIRPORT	66TX	TX	TEXAS	ZAVALA	TX	COMETA	LOMA DE COMETA
AIRPORT	17TE	TX	TEXAS	KERR	TX	COMFORT	COMFORT AIRPARK
AIRPORT	XS80	TX	TEXAS	KERR	TX	COMFORT	SCOUT
AIRPORT	2F7	TX	TEXAS	HUNT	TX	COMMERCE	COMMERCE MUNI
HELIPORT	60TS	TX	TEXAS	HUNT	TX	COMMERCE	HUNT REGIONAL COMMUNITY
AIRPORT	TX07	TX	TEXAS	VAL VERDE	TX	COMSTOCK	NIX RIVER RANCH STRIP
AIRPORT	0TE0	TX	TEXAS	VAL VERDE	TX	COMSTOCK	ROBERTSON RANCH
AIRPORT	34XS	TX	TEXAS	MONTGOMERY	TX	CONROE	FLYING HARE FIELD
HELIPORT	3TS6	TX	TEXAS	MONTGOMERY	TX	CONROE	LAWRENCE ADMINISTRATIVE SERVICES INC
HELIPORT	TE41	TX	TEXAS	MONTGOMERY	TX	CONROE	MONTGOMERY CO LAW ENFORCEMENT CNTR
HELIPORT	55TA	TX	TEXAS	MONTGOMERY	TX	CONROE	MONTGOMERY COUNTY MEDICAL CENTER HOSPITAL
AIRPORT	16XS	TX	TEXAS	MONTGOMERY	TX	CONROE	OUTLAW FLYERS
AIRPORT	55T	TX	TEXAS	CARSON	TX	CONWAY	EAGLES AERODROME
AIRPORT	3TS9	TX	TEXAS	DELTA	TX	COOPER	OAK GLEN RANCH
AIRPORT	NGW	TX	TEXAS	NUECES	TX	CORPUS CHRISTI	CABANISS FIELD NOLF
HELIPORT	0TE1	TX	TEXAS	NUECES	TX	CORPUS CHRISTI	CHRISTUS SPOHN HOSPITAL MEMORIAL
HELIPORT	1XA3	TX	TEXAS	NUECES	TX	CORPUS CHRISTI	CHRISTUS SPOHN SOUTH
AIRPORT	CRP	TX	TEXAS	NUECES	TX	CORPUS CHRISTI	CORPUS CHRISTI INTL
AIRPORT	NGP	TX	TEXAS	NUECES	TX	CORPUS CHRISTI	CORPUS CHRISTI NAS/TRUAX FIELD
AIRPORT	07TE	TX	TEXAS	NUECES	TX	CORPUS CHRISTI	CUDDIHY FIELD
HELIPORT	TE42	TX	TEXAS	NUECES	TX	CORPUS CHRISTI	D.F.C.H.
AIRPORT	69TA	TX	TEXAS	NUECES	TX	CORPUS CHRISTI	DEAN
HELIPORT	TX10	TX	TEXAS	NUECES	TX	CORPUS CHRISTI	HALO-FLIGHT INC
HELIPORT	TS97	TX	TEXAS	NUECES	TX	CORPUS CHRISTI	HPL
HELIPORT	5TS0	TX	TEXAS	NUECES	TX	CORPUS CHRISTI	SHORELINE HOSPITAL
HELIPORT	3TX0	TX	TEXAS	NUECES	TX	CORPUS CHRISTI	TEXAS DEPT OF PUBLIC SAFETY
AIRPORT	NWL	TX	TEXAS	NUECES	TX	CORPUS CHRISTI	WALDRON FLD NOLF
AIRPORT	TA43	TX	TEXAS	POLK	TX	CORRIGAN	ANDEROSA AIRPARK
AIRPORT	TA05	TX	TEXAS	NAVARRO	TX	CORSICANA	ANXIETY AERODROME
AIRPORT	CRS	TX	TEXAS	NAVARRO	TX	CORSICANA	C DAVID CAMPBELL FIELD-CORSICANA MUNI
AIRPORT	4XS1	TX	TEXAS	NAVARRO	TX	CORSICANA	COYOTE FIELD
AIRPORT	6TX6	TX	TEXAS	NAVARRO	TX	CORSICANA	JTJ RANCH
AIRPORT	TX51	TX	TEXAS	NAVARRO	TX	CORSICANA	SMITH
AIRPORT	90TE	TX	TEXAS	NAVARRO	TX	CORSICANA	THE HOMESTEAD
AIRPORT	COT	TX	TEXAS	LA SALLE	TX	COTULLA	COTULLA-LA SALLE COUNTY
AIRPORT	TX79	TX	TEXAS	LA SALLE	TX	COTULLA	CRESCENT C RANCH
AIRPORT	7TE8	TX	TEXAS	LA SALLE	TX	COTULLA	EL QUINTO RANCH
AIRPORT	45XS	TX	TEXAS	LA SALLE	TX	COTULLA	GHOST APACHE
AIRPORT	46TA	TX	TEXAS	LA SALLE	TX	COTULLA	GOULD STRIP
AIRPORT	2XA1	TX	TEXAS	LA SALLE	TX	COTULLA	GREAT HORIZON RANCH
AIRPORT	XA08	TX	TEXAS	LA SALLE	TX	COTULLA	LOS CUERNOS RANCH
AIRPORT	79TA	TX	TEXAS	LA SALLE	TX	COTULLA	MORRIS RANCH
AIRPORT	TA58	TX	TEXAS	DIMMIT	TX	COTULLA	RANCHO ENCANTADO
AIRPORT	5TS1	TX	TEXAS	LA SALLE	TX	COTULLA	UNO MAS RANCH
AIRPORT	5TS2	TX	TEXAS	WILLIAMSON	TX	COUPLAND	CHAN-C
AIRPORT	TE96	TX	TEXAS	TRAVIS	TX	COUPLAND	CROSSWINDS AIRFIELD
AIRPORT	9TX2	TX	TEXAS	KAUFMAN	TX	CRANDALL	BENNETTS
AIRPORT	E13	TX	TEXAS	CRANE	TX	CRANE	CRANE COUNTY
AIRPORT	8TE2	TX	TEXAS	CRANE	TX	CRANE	J-BAR RANCH
AIRPORT	TX97	TX	TEXAS	BOSQUE	TX	CRANFILLS GAP	CADE FIELD
AIRPORT	TX52	TX	TEXAS	BOSQUE	TX	CRANFILLS GAP	PARRISH AIRSTRIP
HELIPORT	4XS8	TX	TEXAS	TRAVIS	TX	CREEDMOOR	STS VIP
AIRPORT	3XA8	TX	TEXAS	JOHNSON	TX	CRESSON	CHICKEN STRIP
AIRPORT	TE52	TX	TEXAS	ANDERSON	TX	CRESSON	CHIGGER FIELD
AIRPORT	DKR	TX	TEXAS	HOUSTON	TX	CROCKETT	HOUSTON COUNTY
AIRPORT	1TA4	TX	TEXAS	HOUSTON	TX	CROCKETT	LAST RESORT
AIRPORT	80TS	TX	TEXAS	HOUSTON	TX	CROCKETT	M Y RANCH
AIRPORT	85XS	TX	TEXAS	HOUSTON	TX	CROCKETT	SEVEN J STOCK FARM
AIRPORT	1XS1	TX	TEXAS	HARRIS	TX	CROSBY	DUNHAM FIELD
HELIPORT	6TA4	TX	TEXAS	HARRIS	TX	CROSBY	HARRIS COUNTY ESD #80
AIRPORT	9TA3	TX	TEXAS	HARRIS	TX	CROSBY	ROGERS
AIRPORT	8F3	TX	TEXAS	CROSBY	TX	CROSBYTON	CROSBYTON MUNI
AIRPORT	TX11	TX	TEXAS	CALLAHAN	TX	CROSS PLAINS	ROSS PLANES
HELIPORT	95TE	TX	TEXAS	DENTON	TX	CROSS ROADS	STAR
