Type	LocationID	State	StateName	County	CountyState	City	FacilityName
AIRPORT	ADK	AK	ALASKA	ALEUTIANS WEST	AK	ADAK ISLAND	ADAK
AIRPORT	AKK	AK	ALASKA	KODIAK ISLAND	AK	AKHIOK	AKHIOK
AIRPORT	Z13	AK	ALASKA	BETHEL	AK	AKIACHAK	AKIACHAK
SEAPLANE BASE	KKI	AK	ALASKA	BETHEL	AK	AKIACHAK	AKIACHAK
AIRPORT	AKI	AK	ALASKA	BETHEL	AK	AKIAK	AKIAK
SEAPLANE BASE	KQA	AK	ALASKA	ALEUTIANS EAST	AK	AKUTAN	AKUTAN
AIRPORT	7AK	AK	ALASKA	ALEUTIANS EAST	AK	AKUTAN	AKUTAN
AIRPORT	AUK	AK	ALASKA	KUSILVAK	AK	ALAKANUK	ALAKANUK
SEAPLANE BASE	Z33	AK	ALASKA	BRISTOL BAY	AK	ALEKNAGIK	ALEKNAGIK
AIRPORT	5A8	AK	ALASKA	DILLINGHAM	AK	ALEKNAGIK	ALEKNAGIK /NEW
AIRPORT	4AK7	AK	ALASKA	BRISTOL BAY	AK	ALEKNAGIK	ALEKNAGIK MISSION STRIP
AIRPORT	Z25	AK	ALASKA	BRISTOL BAY	AK	ALEKNAGIK	TRIPOD
AIRPORT	6A8	AK	ALASKA	YUKON-KOYUKUK	AK	ALLAKAKET	ALLAKAKET
AIRPORT	AFM	AK	ALASKA	NORTHWEST ARCTIC	AK	AMBLER	AMBLER
AIRPORT	80A	AK	ALASKA	YUKON-KOYUKUK	AK	AMERICAN CREEK	AMERICAN CREEK
SEAPLANE BASE	AK81	AK	ALASKA	KODIAK ISLAND	AK	AMOOK BAY	AMOOK BAY
AIRPORT	AKP	AK	ALASKA	YUKON-KOYUKUK	AK	ANAKTUVUK PASS	ANAKTUVUK PASS
AIRPORT	AK00	AK	ALASKA	KENAI PENINSULA	AK	ANCHOR POINT	ANCHOR RIVER AIRPARK
AIRPORT	00AK	AK	ALASKA	SEWARD	AK	ANCHOR POINT	LOWELL FIELD
HELIPORT	2OK	AK	ALASKA	ANCHORAGE	AK	ANCHORAGE	ALASKA RGNL HOSPITAL
HELIPORT	99AA	AK	ALASKA	ANCHORAGE	AK	ANCHORAGE	AVIATOR HOTEL ANCHORAGE
AIRPORT	A13	AK	ALASKA	ANCHORAGE	AK	ANCHORAGE	BOLD
AIRPORT	CSR	AK	ALASKA	ANCHORAGE	AK	ANCHORAGE	CAMPBELL AIRSTRIP
HELIPORT	AK82	AK	ALASKA	ANCHORAGE	AK	ANCHORAGE	CAMPBELL BLM
SEAPLANE BASE	A11	AK	ALASKA	ANCHORAGE	AK	ANCHORAGE	CAMPBELL LAKE SPB
AIRPORT	EDF	AK	ALASKA	ANCHORAGE	AK	ANCHORAGE	ELMENDORF AFB
HELIPORT	AK91	AK	ALASKA	ANCHORAGE	AK	ANCHORAGE	ELMENDORF HOSPITAL
AIRPORT	6AK5	AK	ALASKA	ANCHORAGE	AK	ANCHORAGE	FIRE ISLAND
AIRPORT	AK12	AK	ALASKA	ANCHORAGE	AK	ANCHORAGE	FLYING CROWN
AIRPORT	LHD	AK	ALASKA	ANCHORAGE	AK	ANCHORAGE	LAKE HOOD
AIRPORT	MRI	AK	ALASKA	ANCHORAGE	AK	ANCHORAGE	MERRILL FIELD
HELIPORT	PA06	AK	ALASKA	ANCHORAGE	AK	ANCHORAGE	PACER PLACE
HELIPORT	AK38	AK	ALASKA	ANCHORAGE	AK	ANCHORAGE	PROVIDENCE HOSPITAL
AIRPORT	AA06	AK	ALASKA	ALEUTIAN ISLANDS	AK	ANCHORAGE	SIXMILE LAKE
AIRPORT	9AK5	AK	ALASKA	ANCHORAGE	AK	ANCHORAGE	SKY HARBOR
AIRPORT	ANC	AK	ALASKA	ANCHORAGE	AK	ANCHORAGE	TED STEVENS ANCHORAGE INTL
HELIPORT	AA04	AK	ALASKA	ALEUTIAN ISLANDS	AK	ANCHORAGE	VIKING
SEAPLANE BASE	AGN	AK	ALASKA	ANGOON	AK	ANGOON	ANGOON
AIRPORT	ANI	AK	ALASKA	BETHEL	AK	ANIAK	ANIAK
AIRPORT	ANN	AK	ALASKA	KETCHIKAN GATEWAY	AK	ANNETTE	ANNETTE ISLAND
SEAPLANE BASE	Z43	AK	ALASKA	KETCHIKAN GATEWAY	AK	ANNETTE	TAMGAS HARBOR
AIRPORT	ANV	AK	ALASKA	YUKON-KOYUKUK	AK	ANVIK	ANVIK
SEAPLANE BASE	K40	AK	ALASKA	KUSKOKWIM	AK	ANVIK	ANVIK
AIRPORT	ARC	AK	ALASKA	UPPER YUKON	AK	ARCTIC VILLAGE	ARCTIC VILLAGE
AIRPORT	AKA	AK	ALASKA	ALEUTIANS WEST	AK	ATKA	ATKA
AIRPORT	4A2	AK	ALASKA	BETHEL	AK	ATMAUTLUAK	ATMAUTLUAK
AIRPORT	ATK	AK	ALASKA	NORTH SLOPE	AK	ATQASUK	ATQASUK EDWARD BURNELL SR MEMORIAL
AIRPORT	ATU	AK	ALASKA	ALEUTIAN ISLANDS	AK	ATTU	CASCO COVE CGS
SEAPLANE BASE	BNF	AK	ALASKA	WRANGELL-PETERSBURG	AK	BARANOF	BARANOF WARM SPRINGS FLOAT AND SEAPLANE FLOAT
AIRPORT	BRW	AK	ALASKA	NORTH SLOPE	AK	BARROW	WILEY POST-WILL ROGERS MEMORIAL
AIRPORT	BTI	AK	ALASKA	UPPER YUKON	AK	BARTER ISLAND	BARTER ISLAND
SEAPLANE BASE	BQV	AK	ALASKA	SKAGWAY-YAKUTAT	AK	BARTLETT COVE	BARTLETT COVE
AIRPORT	Z47	AK	ALASKA	NOME	AK	BASIN CREEK	ENGSTROM FIELD
AIRPORT	AK02	AK	ALASKA	KOBUK	AK	BEAR CREEK	BEAR CREEK 1
AIRPORT	Z48	AK	ALASKA	KUSKOKWIM	AK	BEAR CREEK	BEAR CREEK 3
AIRPORT	Z52	AK	ALASKA	ALEUTIAN ISLANDS	AK	BEAR LAKE	JOHNSONS LANDING
AIRPORT	WBQ	AK	ALASKA	YUKON-KOYUKUK	AK	BEAVER	BEAVER
SEAPLANE BASE	KBE	AK	ALASKA	KETCHIKAN GATEWAY	AK	BELL ISLAND	BELL ISLAND HOT SPRINGS
AIRPORT	BLG	AK	ALASKA	KENAI-COOK INLET	AK	BELUGA	BELUGA
SEAPLANE BASE	Z59	AK	ALASKA	BETHEL	AK	BETHEL	BETHEL
AIRPORT	BET	AK	ALASKA	BETHEL	AK	BETHEL	BETHEL
SEAPLANE BASE	Z58	AK	ALASKA	BETHEL	AK	BETHEL	HANGAR LAKE
AIRPORT	BTT	AK	ALASKA	YUKON-KOYUKUK	AK	BETTLES	BETTLES
AIRPORT	02AA	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	BAREFOOT
SEAPLANE BASE	D71	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	BEAVER LAKE
AIRPORT	BGQ	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	BIG LAKE
SEAPLANE BASE	6A7	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	BROCKER LAKE
AIRPORT	95AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	BROWN'S HOMESTEAD
HELIPORT	68AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	COWELL'S
AIRPORT	9AK7	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	CUBDIVISION
AIRPORT	AA10	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	EAGLES ROOST
AIRPORT	08AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	FISHER
SEAPLANE BASE	AK48	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	HAGGARDS LANDING SEAPLANE BASE
SEAPLANE BASE	86AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	HOPPE'S
SEAPLANE BASE	AA02	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	HORSESHOE LAKE
SEAPLANE BASE	L95	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	JONES LANDING
AIRPORT	AK86	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	KRAMER
SEAPLANE BASE	91AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	KUCERA
AIRPORT	63AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	KUCERA RESIDENCE
SEAPLANE BASE	85AK	AK	ALASKA	ALEUTIAN ISLANDS	AK	BIG LAKE	MARION
AIRPORT	20AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	OWEN FIELD
HELIPORT	AA07	AK	ALASKA	ANCHORAGE	AK	BIG LAKE	SADDLEBACK ISLAND
HELIPORT	AK87	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	TEAM LEVINE
AIRPORT	AK95	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	TWIN LAKE
AIRPORT	09AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	WEST BEAVER
SEAPLANE BASE	AA01	AK	ALASKA	MATANUSKA-SUSITNA	AK	BIG LAKE	WEST BEAVER
AIRPORT	37AK	AK	ALASKA	KODIAK ISLAND	AK	BIG MOUNTAIN	BIG MOUNTAIN
AIRPORT	Z91	AK	ALASKA	YUKON-KOYUKUK	AK	BIRCH CREEK	BIRCH CREEK
AIRPORT	BCV	AK	ALASKA	ANCHORAGE	AK	BIRCHWOOD	BIRCHWOOD
AIRPORT	5BK	AK	ALASKA	FAIRBANKS NORTH STAR	AK	BLACK RAPIDS	BLACK RAPIDS
AIRPORT	AK97	AK	ALASKA	CORDOVA-MCCARTHY	AK	BOSWELL BAY	BOSWELL BAY
AIRPORT	BYA	AK	ALASKA	SOUTHEAST FAIRBANKS	AK	BOUNDARY	BOUNDARY
AIRPORT	KTS	AK	ALASKA	NOME	AK	BREVIG MISSION	BREVIG MISSION
AIRPORT	AK98	AK	ALASKA	NOME	AK	BUCK CREEK	BUCK CREEK
AIRPORT	BVK	AK	ALASKA	NORTHWEST ARCTIC	AK	BUCKLAND	BUCKLAND
AIRPORT	AK75	AK	ALASKA	UNORGANIZED	AK	CANDLE	CANDLE 2
AIRPORT	TTW	AK	ALASKA	MATANUSKA-SUSITNA	AK	CANTWELL	CANTWELL
AIRPORT	15AK	AK	ALASKA	YUKON-KOYUKUK	AK	CANTWELL	GOLDEN NORTH AIRFIELD
HELIPORT	CDE	AK	ALASKA	WRANGELL-PETERSBURG	AK	CAPE DECISION	CAPE DECISION LIGHTHOUSE
AIRPORT	LUR	AK	ALASKA	BARROW	AK	CAPE LISBURNE	CAPE LISBURNE LRRS
AIRPORT	EHM	AK	ALASKA	BETHEL	AK	CAPE NEWENHAM	CAPE NEWENHAM LRRS
SEAPLANE BASE	Z71	AK	ALASKA	PRINCE OF WALES	AK	CAPE POLE	CAPE POLE
AIRPORT	CZF	AK	ALASKA	KUSILVAK	AK	CAPE ROMANZOF	CAPE ROMANZOF LRRS
AIRPORT	26AK	AK	ALASKA	ALEUTIAN ISLANDS	AK	CAPE SARICHEF	CAPE SARICHEF
HELIPORT	CSP	AK	ALASKA	SKAGWAY-YAKUTAT	AK	CAPE SPENCER	CAPE SPENCER C G
AIRPORT	CEM	AK	ALASKA	YUKON-KOYUKUK	AK	CENTRAL	CENTRAL
AIRPORT	CIK	AK	ALASKA	YUKON-KOYUKUK	AK	CHALKYITSIK	CHALKYITSIK
AIRPORT	5CD	AK	ALASKA	YUKON-KOYUKUK	AK	CHANDALAR CAMP	CHANDALAR SHELF
AIRPORT	WCR	AK	ALASKA	YUKON-KOYUKUK	AK	CHANDALAR LAKE	CHANDALAR LAKE
SEAPLANE BASE	05AA	AK	ALASKA	SITKA	AK	CHATHAM	CHATHAM
AIRPORT	CFK	AK	ALASKA	BETHEL	AK	CHEFORNAK	CHEFORNAK
AIRPORT	AK13	AK	ALASKA	FAIRBANKS NORTH STAR	AK	CHENA HOT SPRINGS	CHENA HOT SPRINGS
AIRPORT	C05	AK	ALASKA	VALDEZ-CORDOVA	AK	CHENEGA	CHENEGA BAY
AIRPORT	VAK	AK	ALASKA	KUSILVAK	AK	CHEVAK	CHEVAK
AIRPORT	48AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	CHICKALOON	CASTLE MOUNTAIN AIRSTRIP
AIRPORT	CKX	AK	ALASKA	SOUTHEAST FAIRBANKS	AK	CHICKEN	CHICKEN
AIRPORT	AJC	AK	ALASKA	LAKE AND PENINSULA	AK	CHIGNIK	CHIGNIK
SEAPLANE BASE	Z78	AK	ALASKA	ALEUTIAN ISLANDS	AK	CHIGNIK	CHIGNIK BAY
AIRPORT	KCL	AK	ALASKA	LAKE AND PENINSULA	AK	CHIGNIK LAGOON	CHIGNIK LAGOON
AIRPORT	A79	AK	ALASKA	LAKE AND PENINSULA	AK	CHIGNIK LAKE	CHIGNIK LAKE
AIRPORT	CZN	AK	ALASKA	VALDEZ-CORDOVA	AK	CHISANA	CHISANA
AIRPORT	CZO	AK	ALASKA	VALDEZ-CORDOVA	AK	CHISTOCHINA	CHISTOCHINA
AIRPORT	CXC	AK	ALASKA	VALDEZ-CORDOVA	AK	CHITINA	CHITINA
AIRPORT	9A3	AK	ALASKA	BETHEL	AK	CHUATHBALUK	CHUATHBALUK
AIRPORT	AK24	AK	ALASKA	ANCHORAGE	AK	CHUGIAK	HILLTOP
AIRPORT	CRC	AK	ALASKA	YUKON-KOYUKUK	AK	CIRCLE	CIRCLE CITY
AIRPORT	CHP	AK	ALASKA	YUKON-KOYUKUK	AK	CIRCLE HOT SPRINGS	CIRCLE HOT SPRINGS
SEAPLANE BASE	96AK	AK	ALASKA	KENAI PENINSULA	AK	CLAM GULCH	HACKNEY LANDING
AIRPORT	CLP	AK	ALASKA	DILLINGHAM	AK	CLARKS POINT	CLARKS POINT
AIRPORT	Z84	AK	ALASKA	DENALI	AK	CLEAR	CLEAR
AIRPORT	CLF	AK	ALASKA	YUKON-KOYUKUK	AK	CLEAR	CLEAR SKY LODGE
SEAPLANE BASE	KCC	AK	ALASKA	PRINCE OF WALES	AK	COFFMAN COVE	COFFMAN COVE
SEAPLANE BASE	Z87	AK	ALASKA	ALEUTIAN ISLANDS	AK	COLD BAY	BLINN LAKE
AIRPORT	CDB	AK	ALASKA	ALEUTIANS EAST	AK	COLD BAY	COLD BAY
AIRPORT	1AK3	AK	ALASKA	ALEUTIANS EAST	AK	COLD BAY	PORT MOLLER
AIRPORT	CXF	AK	ALASKA	YUKON-KOYUKUK	AK	COLDFOOT	COLDFOOT
AIRPORT	KCR	AK	ALASKA	KUSKOKWIM	AK	COLORADO CREEK	COLORADO CREEK
AIRPORT	JLA	AK	ALASKA	KENAI PENINSULA	AK	COOPER LANDING	QUARTZ CREEK
AIRPORT	Z93	AK	ALASKA	VALDEZ-CORDOVA	AK	COPPER CENTER	COPPER CENTER 2
AIRPORT	CKU	AK	ALASKA	VALDEZ-CORDOVA	AK	CORDOVA	CORDOVA MUNI
AIRPORT	CDV	AK	ALASKA	VALDEZ-CORDOVA	AK	CORDOVA	MERLE K (MUDHOLE) SMITH
AIRPORT	AK30	AK	ALASKA	CORDOVA-MCCARTHY	AK	CORDOVA	STRAWBERRY POINT
AIRPORT	K29	AK	ALASKA	NOME	AK	COUNCIL	COUNCIL
SEAPLANE BASE	CGA	AK	ALASKA	PRINCE OF WALES	AK	CRAIG	CRAIG
HELIPORT	1AK0	AK	ALASKA	PRINCE OF WALES	AK	CRAIG	CRAIG CG
SEAPLANE BASE	5C5	AK	ALASKA	KETCHIKAN GATEWAY	AK	CRAIG	EL CAPITAN LODGE
AIRPORT	1AK1	AK	ALASKA	YUKON-KOYUKUK	AK	CREVICE CREEK	CREVICE CREEK
AIRPORT	CJX	AK	ALASKA	BETHEL	AK	CROOKED CREEK	CROOKED CREEK
AIRPORT	01AA	AK	ALASKA	BETHEL	AK	CROOKED CREEK	DONLIN CREEK
AIRPORT	1AK2	AK	ALASKA	VALDEZ-CHITNA-WHITIE	AK	CROSSWIND LAKE	CROSSWIND LAKE
AIRPORT	DCK	AK	ALASKA	NORTHWEST ARCTIC	AK	DAHL CREEK	DAHL CREEK
AIRPORT	AK78	AK	ALASKA	NORTH SLOPE	AK	DEADHORSE	BADAMI
HELIPORT	AA03	AK	ALASKA	NORTH SLOPE	AK	DEADHORSE	CENTRAL PAD
AIRPORT	SCC	AK	ALASKA	NORTH SLOPE	AK	DEADHORSE	DEADHORSE
AIRPORT	4AK1	AK	ALASKA	NORTH SLOPE	AK	DEADHORSE	INIGOK
AIRPORT	37AA	AK	ALASKA	NORTH SLOPE	AK	DEADHORSE	POINT THOMSON AIRSTRIP
AIRPORT	DEE	AK	ALASKA	NORTHWEST ARCTIC	AK	DEERING	DEERING
AIRPORT	AK77	AK	ALASKA	FAIRBANKS NORTH STAR	AK	DELTA JUNCTION	ALL WEST
AIRPORT	9AK4	AK	ALASKA	FAIRBANKS NORTH STAR	AK	DELTA JUNCTION	ARCTIC ANGEL
HELIPORT	AK35	AK	ALASKA	FAIRBANKS NORTH STAR	AK	DELTA JUNCTION	BUFFALO ROW
AIRPORT	45AK	AK	ALASKA	FAIRBANKS NORTH STAR	AK	DELTA JUNCTION	CHEROKEE
AIRPORT	AA22	AK	ALASKA	FAIRBANKS NORTH STAR	AK	DELTA JUNCTION	DELTA DAVES
AIRPORT	D66	AK	ALASKA	FAIRBANKS NORTH STAR	AK	DELTA JUNCTION	DELTA JUNCTION
HELIPORT	1AK9	AK	ALASKA	SOUTHEAST FAIRBANKS	AK	DELTA JUNCTION	POGO
AIRPORT	76AK	AK	ALASKA	FAIRBANKS NORTH STAR	AK	DELTA JUNCTION	POGO MINE AIRSTRIP
AIRPORT	29AK	AK	ALASKA	FAIRBANKS NORTH STAR	AK	DELTA JUNCTION	REMINGTON FIELD
AIRPORT	11AK	AK	ALASKA	FAIRBANKS NORTH STAR	AK	DELTA JUNCTION	ROCKING T RANCH
HELIPORT	72AK	AK	ALASKA	FAIRBANKS NORTH STAR	AK	DELTA JUNCTION	TROPHY LODGE
AIRPORT	AK09	AK	ALASKA	FAIRBANKS NORTH STAR	AK	DELTA JUNCTION	WINGSONG ESTATES
AIRPORT	BIG	AK	ALASKA	FAIRBANKS NORTH STAR	AK	DELTA JUNCTION FT GREELY	ALLEN AAF
AIRPORT	DLG	AK	ALASKA	DILLINGHAM	AK	DILLINGHAM	DILLINGHAM
AIRPORT	AK21	AK	ALASKA	BRISTOL BAY	AK	DILLINGHAM	NUSHAGAK
SEAPLANE BASE	AA15	AK	ALASKA	BRISTOL BAY	AK	DILLINGHAM	SHANNONS POND
HELIPORT	DM2	AK	ALASKA	NOME	AK	DIOMEDE	DIOMEDE
AIRPORT	AK23	AK	ALASKA	ALEUTIANS EAST	AK	DUTCH HARBOR	DRIFTWOOD BAY AIR FORCE STATION
AIRPORT	EAA	AK	ALASKA	SOUTHEAST FAIRBANKS	AK	EAGLE	EAGLE
SEAPLANE BASE	D72	AK	ALASKA	ANCHORAGE	AK	EAGLE RIVER	D&C FIRE LAKE FLYING CLUB
AIRPORT	47AK	AK	ALASKA	ANCHORAGE	AK	EAGLE RIVER	HIGHLAND
AIRPORT	EEK	AK	ALASKA	BETHEL	AK	EEK	EEK
AIRPORT	EII	AK	ALASKA	BRISTOL BAY	AK	EGEGIK	EGEGIK
AIRPORT	KKU	AK	ALASKA	BRISTOL BAY	AK	EKUK	EKUK
AIRPORT	KEK	AK	ALASKA	DILLINGHAM	AK	EKWOK	EKWOK
HELIPORT	ERO	AK	ALASKA	SKAGWAY-YAKUTAT	AK	ELDRED ROCK	ELDRED ROCK CG
SEAPLANE BASE	ELV	AK	ALASKA	ANGOON	AK	ELFIN COVE	ELFIN COVE
AIRPORT	ELI	AK	ALASKA	NOME	AK	ELIM	ELIM
AIRPORT	MOS	AK	ALASKA	NOME	AK	ELIM	MOSES POINT
SEAPLANE BASE	1Z9	AK	ALASKA	VALDEZ-CHITNA-WHITIE	AK	ELLAMAR	ELLAMAR
AIRPORT	ENM	AK	ALASKA	KUSILVAK	AK	EMMONAK	EMMONAK
AIRPORT	3AK1	AK	ALASKA	VALDEZ-CHITNA-WHITIE	AK	EUREKA	SKELTON
AIRPORT	2Z2	AK	ALASKA	YUKON-KOYUKUK	AK	EUREKA CREEK	EUREKA CREEK
AIRPORT	2Z3	AK	ALASKA	FAIRBANKS NORTH STAR	AK	EVA CREEK	EVA CREEK
SEAPLANE BASE	EXI	AK	ALASKA	HAINES	AK	EXCURSION INLET	EXCURSION INLET
AIRPORT	AK28	AK	ALASKA	FAIRBANKS NORTH STAR	AK	FAIRBANKS	CHENA MARINA
SEAPLANE BASE	2Z5	AK	ALASKA	FAIRBANKS NORTH STAR	AK	FAIRBANKS	CHENA RIVER
AIRPORT	31AK	AK	ALASKA	FAIRBANKS NORTH STAR	AK	FAIRBANKS	DALRYMPLE'S
AIRPORT	EIL	AK	ALASKA	FAIRBANKS NORTH STAR	AK	FAIRBANKS	EIELSON AFB
AIRPORT	FAI	AK	ALASKA	FAIRBANKS NORTH STAR	AK	FAIRBANKS	FAIRBANKS INTL
AIRPORT	AK7	AK	ALASKA	DENALI	AK	FAIRBANKS	GOLD KING CREEK
AIRPORT	32AK	AK	ALASKA	FAIRBANKS NORTH STAR	AK	FAIRBANKS	HARDROCK FIELD
AIRPORT	AK22	AK	ALASKA	FAIRBANKS NORTH STAR	AK	FAIRBANKS	LAKLOEY AIR PARK
AIRPORT	MTF	AK	ALASKA	FAIRBANKS NORTH STAR	AK	FAIRBANKS	METRO FLD
AIRPORT	AK52	AK	ALASKA	FAIRBANKS NORTH STAR	AK	FAIRBANKS	MOEN'S RANCH
AIRPORT	25AA	AK	ALASKA	FAIRBANKS NORTH STAR	AK	FAIRBANKS	SKYFLIGHT
AIRPORT	83AK	AK	ALASKA	FAIRBANKS NORTH STAR	AK	FAIRBANKS	TOLOVANA HOT SPRINGS
AIRPORT	2AK1	AK	ALASKA	FAIRBANKS NORTH STAR	AK	FAIRBANKS /FT WAINWRIGHT/	BLAIR LAKE
AIRPORT	2AK2	AK	ALASKA	FAIRBANKS NORTH STAR	AK	FAIRBANKS /FT WAINWRIGHT/	CLEAR CREEK
AIRPORT	FBK	AK	ALASKA	FAIRBANKS NORTH STAR	AK	FAIRBANKS/FT WAINWRIGHT	LADD AAF
SEAPLANE BASE	2Z6	AK	ALASKA	SITKA	AK	FALSE ISLAND	FALSE ISLAND
AIRPORT	KFP	AK	ALASKA	ALEUTIANS EAST	AK	FALSE PASS	FALSE PASS
AIRPORT	0AA4	AK	ALASKA	KUSKOKWIM	AK	FAREWELL	FAREWELL
SEAPLANE BASE	FKK	AK	ALASKA	KUSKOKWIM	AK	FAREWELL LAKE	FAREWELL LAKE
AIRPORT	TNW	AK	ALASKA	KUSKOKWIM	AK	FAREWELL LAKE	TIN CREEK
AIRPORT	3Z1	AK	ALASKA	NOME	AK	FEATHER RIVER	FEATHER RIVER
HELIPORT	2AK3	AK	ALASKA	JUNEAU	AK	FIVE FINGER	FIVE FINGER CG
AIRPORT	FLT	AK	ALASKA	YUKON-KOYUKUK	AK	FLAT	FLAT
AIRPORT	FRN	AK	ALASKA	ANCHORAGE	AK	FORT RICHARDSON(ANCHORAGE)	BRYANT AAF
HELIPORT	8AK0	AK	ALASKA	FAIRBANKS NORTH STAR	AK	FORT WAINWRITE	BACH HELIPAD
AIRPORT	FYU	AK	ALASKA	YUKON-KOYUKUK	AK	FORT YUKON	FORT YUKON
SEAPLANE BASE	FNR	AK	ALASKA	ANGOON	AK	FUNTER BAY	FUNTER BAY
AIRPORT	GBH	AK	ALASKA	NORTH SLOPE	AK	GALBRAITH LAKE	GALBRAITH LAKE
AIRPORT	GAL	AK	ALASKA	YUKON-KOYUKUK	AK	GALENA	EDWARD G PITKA SR
AIRPORT	GAM	AK	ALASKA	NOME	AK	GAMBELL	GAMBELL
HELIPORT	AK42	AK	ALASKA	ANCHORAGE	AK	GIRDWOOD	ALYESKA RESORT
AIRPORT	AQY	AK	ALASKA	ANCHORAGE	AK	GIRDWOOD	GIRDWOOD
AIRPORT	KGZ	AK	ALASKA	CORDOVA-MCCARTHY	AK	GLACIER CREEK	GLACIER CREEK
AIRPORT	28AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	GLACIER VIEW	GATES RANCH
AIRPORT	5AK4	AK	ALASKA	UNORGANIZED	AK	GLENNALLEN	SNOWSHOE LAKE AIRPORT AND SEAPLANE BASE
SEAPLANE BASE	3Z8	AK	ALASKA	BRISTOL BAY	AK	GOLDEN HORN LODGE	GOLDEN HORN LODGE
AIRPORT	GLV	AK	ALASKA	NOME	AK	GOLOVIN	GOLOVIN
AIRPORT	GNU	AK	ALASKA	BETHEL	AK	GOODNEWS	GOODNEWS
AIRPORT	Z40	AK	ALASKA	MATANUSKA-SUSITNA	AK	GOOSE BAY	GOOSE BAY
AIRPORT	GSZ	AK	ALASKA	NOME	AK	GRANITE MOUNTAIN	GRANITE MOUNTAIN AS
AIRPORT	KGX	AK	ALASKA	YUKON-KOYUKUK	AK	GRAYLING	GRAYLING
AIRPORT	GKN	AK	ALASKA	VALDEZ-CORDOVA	AK	GULKANA	GULKANA
AIRPORT	8AK1	AK	ALASKA	VALDEZ-CORDOVA	AK	GULKANA	JACOBUS FIELD
AIRPORT	GST	AK	ALASKA	ANGOON	AK	GUSTAVUS	GUSTAVUS
AIRPORT	18AA	AK	ALASKA	HAINES	AK	HAINES	18 MEADOWS AERODROME
HELIPORT	AA35	AK	ALASKA	HAINES	AK	HAINES	35 MILE LODGE
AIRPORT	9AA9	AK	ALASKA	HAINES	AK	HAINES	AIRKAT AIRPARK
HELIPORT	0AA6	AK	ALASKA	HAINES	AK	HAINES	BIG SALMON
SEAPLANE BASE	3Z9	AK	ALASKA	HAINES	AK	HAINES	HAINES
AIRPORT	HNS	AK	ALASKA	HAINES	AK	HAINES	HAINES
AIRPORT	AK74	AK	ALASKA	KOBUK	AK	HANNUM CREEK	UPPER HANNUM CREEK
SEAPLANE BASE	HWI	AK	ALASKA	SKAGWAY-YAKUTAT	AK	HAWK INLET	HAWK INLET
HELIPORT	7AK7	AK	ALASKA	YUKON-KOYUKUK	AK	HEALY	ERA DENALI
AIRPORT	HRR	AK	ALASKA	DENALI	AK	HEALY	HEALY RIVER
AIRPORT	AK33	AK	ALASKA	ALEUTIAN ISLANDS	AK	HERENDEEN BAY	HERENDEEN BAY
AIRPORT	2AK5	AK	ALASKA	CORDOVA-MCCARTHY	AK	HINCHINBROOK	JOHNSTONE POINT
AIRPORT	2AK6	AK	ALASKA	YUKON-KOYUKUK	AK	HOGATZA	HOG RIVER
SEAPLANE BASE	HYL	AK	ALASKA	PRINCE OF WALES	AK	HOLLIS	CLARK BAY
AIRPORT	HCA	AK	ALASKA	YUKON-KOYUKUK	AK	HOLY CROSS	HOLY CROSS
AIRPORT	46AK	AK	ALASKA	KENAI PENINSULA	AK	HOMER	BEAR COVE FARM
AIRPORT	2AK4	AK	ALASKA	KENAI-COOK INLET	AK	HOMER	BOOTLEGGERS COVE
AIRPORT	0AK7	AK	ALASKA	KENAI PENINSULA	AK	HOMER	BRADLEY LAKE HYDROELECTRIC PROJECT AIRSTRIP
AIRPORT	AK18	AK	ALASKA	KENAI-COOK INLET	AK	HOMER	CAMP POINT
AIRPORT	98AK	AK	ALASKA	KENAI-COOK INLET	AK	HOMER	EASTLAND
AIRPORT	AK17	AK	ALASKA	KENAI-COOK INLET	AK	HOMER	GLACIERVIEW STRIP
